# Motion Design Studios: exported from Notion (collection fd4f344e-8001-4fed-a9e8-0f23ffc82f04)
#source: notion
#cols: name	href	city	style
Watts	https://www.wearewatts.com/	Seattle WA
We Are Royale	https://weareroyale.com/	Los Angeles CA;Seattle WA	Video game-related
We Know Video	https://weknowvideo.com.au/	Sydney Australia;Melbourne Australia
weareseventeen	https://weareseventeen.com/	London UK	Mostly 3D
Wednesday Studio	https://www.wearewednesday.com/	London UK
Wonderlust	https://www.wonderlustmedia.ca/	Halifax NS
Work & Co.	https://work.co/	Portland OR;New York NY
Workhouse	https://theworkhouse.ca/	Toronto ON
Worship	https://www.worship.studio/	Toronto ON	TV/Movie-related;Video game-related
XK	https://xk.studio/	London UK	High-end/luxury product renders
XX Artists	https://www.xxartists.com/	Los Angeles CA
Yambo	https://yambo-studio.com/	Tel Aviv IL
Yans	https://www.yansmedia.com/	Yerevan Armenia	Explainer videos
Yatta	https://yatta.studio/	London UK;Bristol UK
Yeah Haus	http://yeahhaus.com/	Ferndale MI
York & Chapel	https://yorkandchapel.com/	Vancouver BC;Toronto ON;New York NY
Yum Yum	https://www.yumyumlondon.com/	London UK
Zoic	https://zoicstudios.com/	Los Angeles CA;New York NY;Vancouver BC
